time,msec,client_ip,host,method,uri,path,query,protocol,status,body_bytes_sent,request_length,request_time,upstream_response_time,upstream_addr,user_agent,referer,content_type,x_forwarded_for,ssl_protocol,ssl_cipher,label
2025-12-11T06:01:20.841422,1765413080841,40.172.93.101,shop.example.com,POST,/cart/add,/cart/add,| cat /etc/passwd,HTTP/1.1,200,1517,3459,1.54,1.785,170.23.178:8584,python-requests/2.25.1,-,-,4d1e:df35:13fe:3d8c:d3b2:da93:bc48:c171,-,-,1
2025-12-11T10:31:36.841422,1765429296841,143.140.194.198,example.com,GET,/search,/search,-,HTTP/1.1,404,328,855,0.096,0.157,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T04:38:26.841422,1765408106841,254.231.249.194,example.com,POST,/cart/add,/cart/add,-,HTTP/2.0,200,3987,1925,0.2,0.077,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T22:00:06.841422,1765384206841,201.49.37.13,shop.example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,2109,631,0.511,0.298,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T17:33:39.841422,1765454619841,144.169.247.192,example.com,POST,/checkout,/checkout,-,HTTP/1.1,200,7482,810,0.549,0.415,38.214.76:31515,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-11T04:12:09.841422,1765406529841,223.144.32.47,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,1904,848,0.176,0.247,55.199.82:30332,curl/7.68.0,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T11:50:57.841422,1765434057841,150.70.254.132,example.com,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,7644,660,0.422,0.039,152.240.61:48759,curl/7.68.0,-,-,-,-,-,0
2025-12-11T05:24:34.841422,1765410874841,118.149.66.80,example.com,POST,/api/v1/user,/api/v1/user,q=461,HTTP/2.0,200,5425,327,0.882,0.272,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T21:27:42.841422,1765382262841,204.227.137.15,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dvwa/login.php,/dvwa/login.php,..%2F..%2F..%2Fetc%2Fpasswd,HTTP/1.1,200,88,3141,3.984,2.255,172.18.0.5:80,python-requests/2.25.1,-,-,bb14:3154:4b8c:2760:d443:b904:73e5:a13e,-,-,1
2025-12-10T23:43:54.841422,1765390434841,199.250.238.68,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,6919,1618,0.78,0.259,63.30.233:64792,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-10T20:57:51.841422,1765380471841,220.7.45.94,alpha-triradiate-adalberto.ngrok-free.dev,POST,/checkout,/checkout,-,HTTP/1.1,404,1077,1089,0.953,0.370,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T16:09:44.841422,1765449584841,52.138.140.157,example.com,GET,/search,/search,q=957,HTTP/1.1,200,1914,369,0.605,0.430,30.19.27:49977,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T03:42:42.841422,1765404762841,40.172.93.101,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,""" onmouseover=""alert('XSS')""",HTTP/1.1,403,1570,562,1.306,0.757,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,application/json,bab6:3852:6b3e:8a2:6f06:ce57:4aa8:7bf7,-,-,1
2025-12-11T16:02:53.841422,1765449173841,209.158.176.244,example.com,GET,/login,/login,q=327,HTTP/1.1,200,6091,1123,0.352,0.011,190.131.78:27959,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-10T22:23:55.841422,1765385635841,241.81.194.244,shop.example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,4530,1999,0.892,0.445,121.121.145:63780,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T18:59:46.841422,1765459786841,240.65.69.63,shop.example.com,POST,/login,/login,' UNION SELECT * FROM users --,HTTP/1.1,500,3230,1922,1.391,0.818,98.98.86:29316,masscan/1.0,-,application/x-www-form-urlencoded,-,-,-,1
2025-12-11T07:31:57.841422,1765418517841,191.210.206.108,example.com,POST,/dashboard,/dashboard,<script>alert(1)</script>,HTTP/1.1,403,1199,1425,4.161,2.468,19.91.124:13790,sqlmap/1.5.6 (http://sqlmap.org),-,-,-,-,-,1
2025-12-11T17:07:21.841422,1765453041841,45.201.94.42,example.com,GET,/search,/search,q=621,HTTP/2.0,200,6573,301,0.77,0.354,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/json,-,-,-,0
2025-12-10T21:35:11.841422,1765382711841,211.69.164.32,example.com,GET,/dashboard,/dashboard,q=592,HTTP/2.0,200,3501,1786,0.671,0.269,194.48.249:58564,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T23:09:08.841422,1765388348841,104.173.171.252,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,3504,989,0.229,0.376,172.18.0.5:80,curl/7.68.0,https://google.com,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T12:33:56.841422,1765436636841,231.252.184.97,example.com,POST,/product/123,/product/123,""" onmouseover=""alert('XSS')""",HTTP/1.1,400,554,2436,1.852,1.678,87.250.223:11007,python-requests/2.25.1,-,text/html,6def:32bc:96e5:1f34:2b9a:a2b2:51df:d981,-,-,1
2025-12-10T21:47:01.841422,1765383421841,134.49.246.85,example.com,GET,/cart/add,/cart/add,-,HTTP/1.1,200,915,930,0.835,0.163,180.45.69:48122,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T07:40:35.841422,1765419035841,202.247.166.33,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,-,HTTP/2.0,200,7491,1231,0.567,0.129,154.25.138:52918,PostmanRuntime/7.28.4,https://google.com,application/x-www-form-urlencoded,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T00:26:39.841422,1765392999841,164.136.217.61,example.com,GET,/api/v1/user,/api/v1/user,q=202,HTTP/2.0,301,2278,1693,0.585,0.176,66.214.110:4273,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,1c66:4940:638f:86f0:f5d4:2b23:d7cb:30bb,-,-,0
2025-12-11T14:17:37.841422,1765442857841,206.38.102.169,shop.example.com,POST,/login,/login,-,HTTP/1.1,200,1781,1063,0.642,0.026,162.4.124:42238,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T00:22:28.841422,1765392748841,252.81.121.200,example.com,POST,/profile,/profile,q=293,HTTP/1.1,200,5010,324,0.806,0.407,147.39.236:33571,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T19:53:08.841422,1765462988841,1.154.229.71,example.com,POST,/dvwa/login.php,/dvwa/login.php,q=660,HTTP/1.1,200,4506,1355,0.933,0.177,14.28.184:25741,PostmanRuntime/7.28.4,-,-,-,-,-,0
2025-12-11T20:23:15.841422,1765464795841,35.119.48.74,shop.example.com,GET,/dashboard,/dashboard,q=185,HTTP/2.0,200,2549,665,0.359,0.066,68.104.128:41472,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T06:10:31.841422,1765413631841,18.223.205.158,alpha-triradiate-adalberto.ngrok-free.dev,POST,/cart/add,/cart/add,q=100,HTTP/1.1,200,4567,458,0.759,0.451,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T09:40:29.841422,1765426229841,254.229.26.227,example.com,GET,/login,/login,q=203,HTTP/1.1,200,5976,831,0.793,0.270,55.214.239:12438,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T10:51:00.841422,1765430460841,142.115.233.11,shop.example.com,GET,/login,/login,-,HTTP/1.1,200,1487,1554,0.647,0.196,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T21:15:28.841422,1765381528841,83.75.235.181,alpha-triradiate-adalberto.ngrok-free.dev,POST,/api/v1/user,/api/v1/user,q=22,HTTP/2.0,404,7264,844,0.903,0.115,175.25.237:28482,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T15:32:47.841422,1765447367841,10.86.216.73,example.com,GET,/search,/search,-,HTTP/2.0,200,7500,1127,0.031,0.239,193.253.218:46679,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,2b25:c2a4:6b4a:c133:b5ee:3d59:d0b4:fe60,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T02:38:26.841422,1765400906841,28.113.63.78,shop.example.com,POST,/checkout,/checkout,-,HTTP/1.1,200,4133,594,0.528,0.021,112.157.223:36559,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/json,-,-,-,0
2025-12-11T08:40:43.841422,1765422643841,231.252.184.97,example.com,POST,/../../etc/passwd,/../../etc/passwd,-,HTTP/2.0,403,3708,5416,4.248,0.266,172.18.0.5:80,nikto/2.1.6,-,text/html,fd35:2997:a51d:5ee5:321e:1d5e:62e5:89cb,-,-,1
2025-12-11T16:35:24.841422,1765451124841,157.95.104.5,example.com,GET,/profile,/profile,q=67,HTTP/2.0,404,6177,1656,0.701,0.248,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,-,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T20:08:10.841422,1765463890841,145.206.127.103,shop.example.com,POST,/..%2F..%2F..%2Fetc%2Fpasswd,/..%2F..%2F..%2Fetc%2Fpasswd,-,HTTP/1.1,404,477,3619,3.862,2.026,172.18.0.5:80,python-requests/2.25.1,-,text/html,-,-,-,1
2025-12-11T09:55:01.841422,1765427101841,205.22.7.232,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,' UNION SELECT * FROM users --,HTTP/2.0,403,556,4631,2.642,1.667,172.18.0.5:80,sqlmap/1.5.6 (http://sqlmap.org),-,-,3b46:e2e7:f119:174e:5623:552a:d23c:d260,-,-,1
2025-12-11T15:18:31.841422,1765446511841,158.3.41.160,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,q=770,HTTP/2.0,200,5988,1340,0.782,0.084,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T07:58:44.841422,1765420124841,66.253.121.209,alpha-triradiate-adalberto.ngrok-free.dev,GET,/checkout,/checkout,""" onmouseover=""alert('XSS')""",HTTP/2.0,500,1478,2868,1.94,2.431,53.173.3:32463,nikto/2.1.6,-,-,-,-,-,1
2025-12-11T00:39:12.841422,1765393752841,145.206.127.103,alpha-triradiate-adalberto.ngrok-free.dev,POST,/login,/login,admin' --,HTTP/1.1,500,2761,1765,2.092,2.442,10.89.128:42737,python-requests/2.25.1,-,text/html,4e9b:451c:7e9d:ce6d:b373:85cd:86ed:fc17,-,-,1
2025-12-11T01:49:45.841422,1765397985841,159.163.193.127,shop.example.com,POST,/profile,/profile,q=967,HTTP/2.0,301,6445,769,0.44,0.199,172.18.0.5:80,curl/7.68.0,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T18:47:15.841422,1765459035841,15.96.101.173,alpha-triradiate-adalberto.ngrok-free.dev,GET,/api/v1/user,/api/v1/user,q=760,HTTP/1.1,200,5585,1841,0.694,0.481,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T07:39:43.841422,1765418983841,55.81.214.253,example.com,POST,/search,/search,q=135,HTTP/1.1,200,1279,886,0.171,0.173,94.210.132:46263,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T08:50:03.841422,1765423203841,134.204.208.82,example.com,GET,/admin'_--,/admin'_--,-,HTTP/1.1,403,1713,3885,2.644,1.398,35.222.93:63451,python-requests/2.25.1,-,-,3797:365c:c749:4167:140a:87f8:aa04:53e9,-,-,1
2025-12-11T06:02:19.841422,1765413139841,90.229.121.98,shop.example.com,POST,/dvwa/login.php,/dvwa/login.php,q=638,HTTP/2.0,200,2503,1549,0.013,0.237,109.127.187:19504,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T10:14:32.841422,1765428272841,217.179.94.234,shop.example.com,GET,/product/123,/product/123,q=677,HTTP/1.1,200,7277,1395,0.385,0.050,36.164.120:32626,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T12:10:22.841422,1765435222841,140.49.14.250,example.com,POST,/product/123,/product/123,-,HTTP/2.0,200,448,475,0.198,0.026,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T00:25:44.841422,1765392944841,27.224.235.33,example.com,GET,/profile,/profile,q=419,HTTP/1.1,200,4073,719,0.35,0.043,48.47.117:57284,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/json,-,-,-,0
2025-12-11T09:48:30.841422,1765426710841,14.197.242.138,example.com,GET,/dvwa/login.php,/dvwa/login.php,1; DROP TABLE users;,HTTP/2.0,403,3199,1820,4.578,1.761,172.18.0.5:80,masscan/1.0,-,-,62b0:2f59:76a3:c9c3:477d:3e11:b7e7:4db5,-,-,1
2025-12-11T11:52:16.841422,1765434136841,171.200.134.144,shop.example.com,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/2.0,200,3975,1612,0.109,0.396,21.172.100:54684,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T10:06:22.841422,1765427782841,235.195.206.63,shop.example.com,GET,/dashboard,/dashboard,-,HTTP/2.0,301,7129,1091,0.322,0.332,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T20:22:03.841422,1765464723841,134.204.208.82,example.com,POST,/api/v1/user,/api/v1/user,admin' --,HTTP/2.0,500,308,1379,4.627,0.334,103.198.122:22672,masscan/1.0,-,application/json,1127:404c:ed04:d295:472e:627e:29b2:7298,-,-,1
2025-12-11T18:42:32.841422,1765458752841,145.206.127.103,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,| cat /etc/passwd,HTTP/1.1,500,1287,2014,4.961,2.785,124.21.134:21224,nikto/2.1.6,-,application/x-www-form-urlencoded,97b0:282:11a2:1d98:6e85:bdc:2781:5c17,-,-,1
2025-12-11T19:10:47.841422,1765460447841,54.109.25.132,alpha-triradiate-adalberto.ngrok-free.dev,GET,/dashboard,/dashboard,q=148,HTTP/2.0,301,5744,1017,0.825,0.294,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T22:11:39.841422,1765384899841,116.127.27.40,shop.example.com,GET,/profile,/profile,q=156,HTTP/2.0,200,2675,446,0.195,0.329,97.113.34:62160,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T15:39:01.841422,1765447741841,39.78.38.246,example.com,POST,/cart/add,/cart/add,q=584,HTTP/2.0,200,3014,1046,0.226,0.194,56.10.47:29142,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,-,-,0
2025-12-11T03:11:39.841422,1765402899841,79.195.18.127,alpha-triradiate-adalberto.ngrok-free.dev,POST,/dashboard,/dashboard,-,HTTP/2.0,200,7823,689,0.778,0.176,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T16:05:16.841422,1765449316841,151.157.229.219,example.com,POST,/login,/login,q=855,HTTP/2.0,200,4633,955,0.814,0.449,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,text/html,-,-,-,0
2025-12-11T04:30:54.841422,1765407654841,242.230.62.210,shop.example.com,POST,/search,/search,q=563,HTTP/2.0,200,6551,266,0.345,0.340,183.43.52:15018,PostmanRuntime/7.28.4,-,-,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T13:22:30.841422,1765439550841,55.201.100.44,shop.example.com,POST,/profile,/profile,-,HTTP/1.1,200,6756,1564,0.336,0.386,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T10:51:14.841422,1765430474841,221.53.159.78,example.com,POST,/api/v1/user,/api/v1/user,-,HTTP/1.1,200,2419,294,0.339,0.458,13.183.218:56560,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-11T16:41:07.841422,1765451467841,24.120.46.234,shop.example.com,POST,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,3647,446,0.656,0.360,69.29.129:1622,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T19:34:32.841422,1765461872841,58.29.29.17,example.com,GET,/dvwa/login.php,/dvwa/login.php,-,HTTP/1.1,200,218,451,0.998,0.059,36.151.34:8408,PostmanRuntime/7.28.4,-,-,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T01:33:35.841422,1765397015841,112.172.112.58,example.com,GET,/api/v1/user,/api/v1/user,-,HTTP/2.0,200,4323,1654,0.961,0.106,63.80.157:15280,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,application/json,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T10:19:40.841422,1765428580841,162.67.18.152,example.com,GET,/login,/login,-,HTTP/2.0,200,597,657,0.998,0.200,172.18.0.5:80,curl/7.68.0,-,application/json,-,-,-,0
2025-12-11T11:12:21.841422,1765431741841,111.17.174.238,example.com,GET,/profile,/profile,-,HTTP/2.0,200,1922,714,0.852,0.422,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T22:39:26.841422,1765386566841,243.87.246.107,alpha-triradiate-adalberto.ngrok-free.dev,POST,/checkout,/checkout,; rm -rf /,HTTP/1.1,500,1802,4497,1.243,0.483,172.18.0.5:80,masscan/1.0,https://malicious.example,application/json,-,-,-,1
2025-12-11T09:24:35.841422,1765425275841,62.128.134.85,shop.example.com,GET,/product/123,/product/123,-,HTTP/2.0,200,3630,1845,0.364,0.123,172.18.0.5:80,curl/7.68.0,https://google.com,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T20:49:07.841422,1765379947841,255.95.225.64,alpha-triradiate-adalberto.ngrok-free.dev,GET,/product/123,/product/123,-,HTTP/1.1,200,4114,662,0.977,0.187,172.18.0.5:80,PostmanRuntime/7.28.4,https://google.com,text/html,-,-,-,0
2025-12-11T13:19:15.841422,1765439355841,64.15.250.193,example.com,POST,/login,/login,-,HTTP/1.1,200,7092,625,0.774,0.301,172.18.0.5:80,curl/7.68.0,-,text/html,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-10T21:08:30.841422,1765381110841,135.236.91.148,shop.example.com,GET,/checkout,/checkout,q=223,HTTP/1.1,200,4412,1392,0.991,0.497,125.178.70:15474,curl/7.68.0,-,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T07:13:35.841422,1765417415841,215.29.10.222,example.com,GET,/cart/add,/cart/add,-,HTTP/1.1,200,3606,1541,0.197,0.278,49.182.94:21292,curl/7.68.0,-,application/json,-,-,-,0
2025-12-11T17:30:30.841422,1765454430841,39.137.225.240,alpha-triradiate-adalberto.ngrok-free.dev,GET,/login,/login,q=734,HTTP/2.0,200,4876,1811,0.418,0.340,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/json,-,-,-,0
2025-12-10T21:11:16.841422,1765381276841,108.87.212.224,shop.example.com,GET,/checkout,/checkout,q=295,HTTP/2.0,301,5422,1376,0.876,0.178,55.74.39:30768,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,-,-,-,-,0
2025-12-11T15:44:54.841422,1765448094841,8.46.200.10,example.com,GET,/search,/search,-,HTTP/1.1,200,3226,478,0.799,0.359,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,https://google.com,-,-,-,-,0
2025-12-11T19:32:49.841422,1765461769841,14.197.242.138,alpha-triradiate-adalberto.ngrok-free.dev,GET,/login,/login,../../etc/passwd,HTTP/1.1,403,1694,4120,3.896,2.368,81.6.120:40421,nikto/2.1.6,-,application/json,-,-,-,1
2025-12-10T23:51:41.841422,1765390901841,165.71.118.252,shop.example.com,POST,/dvwa/login.php,/dvwa/login.php,| cat /etc/passwd,HTTP/1.1,500,98,512,3.549,1.023,103.33.81:16491,masscan/1.0,-,application/x-www-form-urlencoded,-,-,-,1
2025-12-11T04:56:36.841422,1765409196841,145.206.127.103,example.com,GET,/admin'_--,/admin'_--,-,HTTP/1.1,404,2647,3034,3.985,0.328,172.18.0.5:80,nikto/2.1.6,-,application/json,-,-,-,1
2025-12-11T16:48:57.841422,1765451937841,97.128.147.105,alpha-triradiate-adalberto.ngrok-free.dev,GET,/search,/search,-,HTTP/1.1,302,2702,840,0.246,0.139,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T00:57:45.841422,1765394865841,252.154.77.60,alpha-triradiate-adalberto.ngrok-free.dev,GET,/login,/login,-,HTTP/2.0,200,2170,1244,0.532,0.279,156.25.61:41016,PostmanRuntime/7.28.4,-,text/html,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T01:13:15.841422,1765395795841,96.171.184.193,alpha-triradiate-adalberto.ngrok-free.dev,GET,/search,/search,-,HTTP/2.0,200,5703,1744,0.381,0.190,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,text/html,-,-,-,0
2025-12-11T19:24:24.841422,1765461264841,188.246.116.214,alpha-triradiate-adalberto.ngrok-free.dev,GET,/..%2F..%2F..%2Fetc%2Fpasswd,/..%2F..%2F..%2Fetc%2Fpasswd,-,HTTP/1.1,403,772,1859,1.964,1.671,69.61.123:24075,nikto/2.1.6,-,-,-,-,-,1
2025-12-10T22:55:53.841422,1765387553841,85.61.75.207,alpha-triradiate-adalberto.ngrok-free.dev,GET,/checkout,/checkout,q=333,HTTP/1.1,200,3163,1394,0.678,0.298,172.18.0.5:80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/143.0.0.0 Safari/537.36,-,text/html,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-10T23:34:28.841422,1765389868841,33.240.209.179,example.com,GET,/profile,/profile,-,HTTP/1.1,200,1642,576,0.356,0.063,172.18.0.5:80,PostmanRuntime/7.28.4,-,-,-,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T07:34:11.841422,1765418651841,115.124.82.54,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,-,HTTP/1.1,200,5453,541,0.783,0.397,172.18.0.5:80,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,-,application/x-www-form-urlencoded,-,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,0
2025-12-11T18:19:48.841422,1765457388841,84.197.159.90,example.com,GET,/profile,/profile,-,HTTP/1.1,200,3583,416,0.781,0.312,131.184.165:56562,Mozilla/5.0 (X11; Linux x86_64) Chrome/120.0.0.0 Safari/537.36,https://google.com,text/html,-,TLSv1.3,ECDHE-ECDSA-AES256-GCM-SHA384,0
2025-12-11T04:35:02.841422,1765407902841,225.78.225.220,alpha-triradiate-adalberto.ngrok-free.dev,POST,/search,/search,q=11,HTTP/2.0,404,6505,917,0.13,0.129,172.18.0.5:80,PostmanRuntime/7.28.4,-,application/x-www-form-urlencoded,-,-,-,0
